"city","key","origin","originName","target","targetName","mode","direction","group","commuters","source","geometry","directKm","routeKm","seconds","snapKm","activeEligible","geometryErrors","skippedReason"
"geneva","geneva:FR01173>CH6622:car:inbound","FR01173","Gex","CH6622","Genthod","car","inbound","foreignInbound","4","INSEE RP2023 / reported workplace commune and mode","missing","13.149681367418454","","","","false","",""
"geneva","geneva:FR01173>CH6623:car:inbound","FR01173","Gex","CH6623","Le Grand-Saconnex","car","inbound","foreignInbound","7","INSEE RP2023 / reported workplace commune and mode","road","13.892109173328578","15.686524933314818","1954.114","0.06937650087250972","false","",""
"geneva","geneva:FR01173>CH6623:transit:inbound","FR01173","Gex","CH6623","Le Grand-Saconnex","transit","inbound","foreignInbound","4","INSEE RP2023 / reported workplace commune and mode","timetable","13.892109173328578","16.921735264268776","3600","0.07131725157901536","false","",""
"geneva","geneva:FR01173>CH6628:car:inbound","FR01173","Gex","CH6628","Lancy","car","inbound","foreignInbound","1","INSEE RP2023 / reported workplace commune and mode","missing","19.289496917184415","","","","false","",""
"geneva","geneva:FR01173>CH6628:transit:inbound","FR01173","Gex","CH6628","Lancy","transit","inbound","foreignInbound","1","INSEE RP2023 / reported workplace commune and mode","timetable","19.289496917184415","22.58747982953976","5340","0.00830745739372636","false","",""
"geneva","geneva:FR01173>CH6630:car:inbound","FR01173","Gex","CH6630","Meyrin","car","inbound","foreignInbound","345","INSEE RP2023 / reported workplace commune and mode","road","13.436951274325985","15.413528391776204","1562.685","0.015328153290782595","false","",""
"geneva","geneva:FR01173>CH6630:soft:inbound","FR01173","Gex","CH6630","Meyrin","soft","inbound","foreignInbound","9","INSEE RP2023 / reported workplace commune and mode","bicycle","13.436951274325985","14.59559129417428","2844.449","0.015328153290782595","true","",""
"geneva","geneva:FR01173>CH6630:transit:inbound","FR01173","Gex","CH6630","Meyrin","transit","inbound","foreignInbound","12","INSEE RP2023 / reported workplace commune and mode","timetable","13.436951274325985","24.644925829394957","5160","0.00830745739372636","false","",""
"geneva","geneva:FR01173>CH6631:car:inbound","FR01173","Gex","CH6631","Onex","car","inbound","foreignInbound","12","INSEE RP2023 / reported workplace commune and mode","road","18.872508965547116","33.989831129522294","2931.247","0.024405922720385595","false","",""
"geneva","geneva:FR01173>CH6632:car:inbound","FR01173","Gex","CH6632","Perly-Certoux","car","inbound","foreignInbound","13","INSEE RP2023 / reported workplace commune and mode","road","21.70471704865291","36.27754162675196","2944.769","0.09597032692818172","false","",""
"geneva","geneva:FR01173>CH6633:car:inbound","FR01173","Gex","CH6633","Plan-les-Ouates","car","inbound","foreignInbound","46","INSEE RP2023 / reported workplace commune and mode","road","21.582696260555647","36.177023480361306","2952.006","0.03596640144680685","false","",""
"geneva","geneva:FR01173>CH6633:soft:inbound","FR01173","Gex","CH6633","Plan-les-Ouates","soft","inbound","foreignInbound","1","INSEE RP2023 / reported workplace commune and mode","missing","21.582696260555647","","","","true","",""
"geneva","geneva:FR01173>CH6634:car:inbound","FR01173","Gex","CH6634","Pregny-Chambésy","car","inbound","foreignInbound","9","INSEE RP2023 / reported workplace commune and mode","road","14.991598551710567","16.257756294029573","1715.113","0.272430377887663","false","",""
"geneva","geneva:FR01173>CH6638:car:inbound","FR01173","Gex","CH6638","Satigny","car","inbound","foreignInbound","59","INSEE RP2023 / reported workplace commune and mode","road","15.189843975609728","17.894898218104757","1847.696","0.017477871662169735","false","",""
"geneva","geneva:FR01173>CH6640:car:inbound","FR01173","Gex","CH6640","Thônex","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","21.256942404008974","32.69531524912241","3399.381","0.029873713047010572","false","",""
"geneva","geneva:FR01173>CH6643:car:inbound","FR01173","Gex","CH6643","Vernier","car","inbound","foreignInbound","66","INSEE RP2023 / reported workplace commune and mode","road","16.434800705998622","28.54019782033097","2585.625","0.008291476131907104","false","",""
"geneva","geneva:FR01173>CH6643:transit:inbound","FR01173","Gex","CH6643","Vernier","transit","inbound","foreignInbound","4","INSEE RP2023 / reported workplace commune and mode","timetable","16.434800705998622","19.356917043377155","4200","0.00830745739372636","false","",""
"geneva","geneva:FR01173>CH6644:car:inbound","FR01173","Gex","CH6644","Versoix","car","inbound","foreignInbound","44","INSEE RP2023 / reported workplace commune and mode","road","10.622198712208643","11.686708569407191","1240.818","0.02363062307080202","false","",""
"geneva","geneva:FR01174>CH6608:car:inbound","FR01174","Giron","CH6608","Carouge","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","27.576605609241987","60.12751577313467","3699.764","0.02565965362206125","false","",""
"geneva","geneva:FR01174>CH6621:car:inbound","FR01174","Giron","CH6621","Genève","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","27.251160537998217","62.778214115716196","3931.033","0.024638607408016447","false","",""
"geneva","geneva:FR01174>CH6638:car:inbound","FR01174","Giron","CH6638","Satigny","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","18.81540986457616","55.105765096140935","3789.978","0.017477871662169735","false","",""
"geneva","geneva:FR01180>CH6607:car:inbound","FR01180","Grilly","CH6607","Bernex","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","17.19157727410199","27.60757831942954","1742.723","0.03217995201140161","false","",""
"geneva","geneva:FR01180>CH6608:car:inbound","FR01180","Grilly","CH6608","Carouge","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","17.066914652465456","33.51319317346415","2202.27","0.03217995201140161","false","",""
"geneva","geneva:FR01180>CH6621:car:inbound","FR01180","Grilly","CH6621","Genève","car","inbound","foreignInbound","137","INSEE RP2023 / reported workplace commune and mode","road","14.318400725280311","22.284198492581666","1709.139","0.03217995201140161","false","",""
"geneva","geneva:FR01180>CH6621:transit:inbound","FR01180","Grilly","CH6621","Genève","transit","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","missing","14.318400725280311","","","","false","","toWork: No scheduled itinerary"
"geneva","geneva:FR01180>CH6630:car:inbound","FR01180","Grilly","CH6630","Meyrin","car","inbound","foreignInbound","16","INSEE RP2023 / reported workplace commune and mode","road","11.45475497893201","15.49626419510995","1549.701","0.03217995201140161","false","",""
"geneva","geneva:FR01180>CH6644:car:inbound","FR01180","Grilly","CH6644","Versoix","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","5.555547983782666","7.086625457472784","785.351","0.03217995201140161","false","",""
"geneva","geneva:FR01181>CH6621:car:inbound","FR01181","Groissiat","CH6621","Genève","car","inbound","foreignInbound","10","INSEE RP2023 / reported workplace commune and mode","road","40.438918511372584","83.47285176966328","3775.471","0.028814865313910674","false","",""
"geneva","geneva:FR01181>CH6633:car:inbound","FR01181","Groissiat","CH6633","Plan-les-Ouates","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","39.26752458863331","77.43225699881019","3220.808","0.03596640144680685","false","",""
"geneva","geneva:FR01185>CH6621:car:inbound","FR01185","Plateau d'Hauteville","CH6621","Genève","car","inbound","foreignInbound","15","INSEE RP2023 / reported workplace commune and mode","road","53.18490709682419","92.39114318578942","5078.839","0.024638607408016447","false","",""
"geneva","geneva:FR01187>CH6621:car:inbound","FR01187","Haut Valromey","CH6621","Genève","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","39.56817958920964","67.43691030199479","4256.05","0.024638607408016447","false","",""
"geneva","geneva:FR01188>CH6621:car:inbound","FR01188","Illiat","CH6621","Genève","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","96.55820770600826","156.8087681113799","6869.297","0.024638607408016447","false","",""
"geneva","geneva:FR01189>CH6607:car:inbound","FR01189","Injoux-Génissiat","CH6607","Bernex","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","27.398304221408214","41.96702245549001","2419.202","0.020144727958398705","false","",""
"geneva","geneva:FR01189>CH6608:car:inbound","FR01189","Injoux-Génissiat","CH6608","Carouge","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","32.246657993027206","41.327391930875635","2531.641","0.02565965362206125","false","",""
"geneva","geneva:FR01189>CH6621:car:inbound","FR01189","Injoux-Génissiat","CH6621","Genève","car","inbound","foreignInbound","71","INSEE RP2023 / reported workplace commune and mode","road","33.57391080490331","43.97809027345716","2762.91","0.024638607408016447","false","",""
"geneva","geneva:FR01189>CH6621:transit:inbound","FR01189","Injoux-Génissiat","CH6621","Genève","transit","inbound","foreignInbound","30","INSEE RP2023 / reported workplace commune and mode","missing","33.57391080490331","","","","false","","toWork: No scheduled itinerary"
"geneva","geneva:FR01189>CH6629:car:inbound","FR01189","Injoux-Génissiat","CH6629","Meinier","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","41.80473052047552","54.99108588098603","3293.93","0.07494892188463811","false","",""
"geneva","geneva:FR01189>CH6630:car:inbound","FR01189","Injoux-Génissiat","CH6630","Meyrin","car","inbound","foreignInbound","25","INSEE RP2023 / reported workplace commune and mode","road","31.18364997436877","47.561631093787064","2753.265","0.0176424209169474","false","",""
"geneva","geneva:FR01189>CH6630:transit:inbound","FR01189","Injoux-Génissiat","CH6630","Meyrin","transit","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","missing","31.18364997436877","","","","false","","toWork: No scheduled itinerary"
"geneva","geneva:FR01189>CH6638:car:inbound","FR01189","Injoux-Génissiat","CH6638","Satigny","car","inbound","foreignInbound","15","INSEE RP2023 / reported workplace commune and mode","road","27.47958731356826","45.942232241034276","3154.459","0.0176424209169474","false","",""
"geneva","geneva:FR01189>CH6641:car:inbound","FR01189","Injoux-Génissiat","CH6641","Troinex","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","32.31988591078076","39.39047849665541","2226.984","0.023052275558638934","false","",""
"geneva","geneva:FR01189>CH6643:transit:inbound","FR01189","Injoux-Génissiat","CH6643","Vernier","transit","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","missing","31.25482470299766","","","","false","","toWork: No scheduled itinerary"
"geneva","geneva:FR01192>CH6621:car:inbound","FR01192","Izernore","CH6621","Genève","car","inbound","foreignInbound","25","INSEE RP2023 / reported workplace commune and mode","road","44.7702354567821","80.92073527198677","3923.696","0.029506268976166275","false","",""
"geneva","geneva:FR01192>CH6633:car:inbound","FR01192","Izernore","CH6633","Plan-les-Ouates","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","43.414642986698375","74.88014050113368","3369.033","0.03596640144680685","false","",""
"geneva","geneva:FR01199>CH6638:car:inbound","FR01199","Jujurieux","CH6638","Satigny","car","inbound","foreignInbound","10","INSEE RP2023 / reported workplace commune and mode","road","51.27407235690112","95.871755306378","4935.807","0.017477871662169735","false","",""
"geneva","geneva:FR01202>CH6621:car:inbound","FR01202","Lagnieu","CH6621","Genève","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","71.36085474901567","109.96451890758357","5079.444","0.024638607408016447","false","",""
"geneva","geneva:FR01204>CH6621:car:inbound","FR01204","Le Poizat-Lalleyriat","CH6621","Genève","car","inbound","foreignInbound","31","INSEE RP2023 / reported workplace commune and mode","road","35.17748242271059","67.53974829298882","3438.561","0.024638607408016447","false","",""
"geneva","geneva:FR01204>CH6621:transit:inbound","FR01204","Le Poizat-Lalleyriat","CH6621","Genève","transit","inbound","foreignInbound","10","INSEE RP2023 / reported workplace commune and mode","missing","35.17748242271059","","","","false","","toWork: No scheduled itinerary"
"geneva","geneva:FR01204>CH6630:car:inbound","FR01204","Le Poizat-Lalleyriat","CH6630","Meyrin","car","inbound","foreignInbound","24","INSEE RP2023 / reported workplace commune and mode","road","31.073523406884455","50.12502106122539","3155.14","0.02153480027653017","false","",""
"geneva","geneva:FR01204>CH6638:car:inbound","FR01204","Le Poizat-Lalleyriat","CH6638","Satigny","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","27.36768798168768","52.60639088755391","3440.151","0.02153480027653017","false","",""
"geneva","geneva:FR01208>CH6621:car:inbound","FR01208","Lavours","CH6621","Genève","car","inbound","foreignInbound","10","INSEE RP2023 / reported workplace commune and mode","road","52.36085788445316","68.29404141972255","4628.999","0.026123440341254602","false","",""
"geneva","geneva:FR01209>CH6608:car:inbound","FR01209","Léaz","CH6608","Carouge","car","inbound","foreignInbound","8","INSEE RP2023 / reported workplace commune and mode","road","21.82157496283551","44.83667536975309","2698.576","0.02565965362206125","false","",""
"geneva","geneva:FR01209>CH6608:transit:inbound","FR01209","Léaz","CH6608","Carouge","transit","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","timetable","21.82157496283551","44.79778508638285","6180","0.012852358738985735","false","",""
"geneva","geneva:FR01209>CH6620:car:inbound","FR01209","Léaz","CH6620","Dardagny","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","12.739433562448571","20.64475775924666","1448.636","0.012840827408205276","false","",""
"geneva","geneva:FR01209>CH6621:car:inbound","FR01209","Léaz","CH6621","Genève","car","inbound","foreignInbound","78","INSEE RP2023 / reported workplace commune and mode","road","22.935367695910248","32.82977431971367","2402.866","0.024638607408016447","false","",""
"geneva","geneva:FR01209>CH6621:transit:inbound","FR01209","Léaz","CH6621","Genève","transit","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","timetable","22.935367695910248","41.205591218716314","5160","0.016287526648498443","false","",""
"geneva","geneva:FR01209>CH6630:car:inbound","FR01209","Léaz","CH6630","Meyrin","car","inbound","foreignInbound","23","INSEE RP2023 / reported workplace commune and mode","road","20.394317633036106","26.73813322494878","1565.987","0.015328153290782595","false","",""
"geneva","geneva:FR01209>CH6631:car:inbound","FR01209","Léaz","CH6631","Onex","car","inbound","foreignInbound","13","INSEE RP2023 / reported workplace commune and mode","road","19.02905317371427","25.115733045933982","2255.057","0.024405922720385595","false","",""
"geneva","geneva:FR01209>CH6634:car:inbound","FR01209","Léaz","CH6634","Pregny-Chambésy","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","25.523879608648215","36.476648753876916","2502.105","0.272430377887663","false","",""
"geneva","geneva:FR01209>CH6638:car:inbound","FR01209","Léaz","CH6638","Satigny","car","inbound","foreignInbound","13","INSEE RP2023 / reported workplace commune and mode","road","16.708813666473056","29.219503051277343","1850.998","0.017477871662169735","false","",""
"geneva","geneva:FR01209>CH6643:car:inbound","FR01209","Léaz","CH6643","Vernier","car","inbound","foreignInbound","17","INSEE RP2023 / reported workplace commune and mode","road","20.51102590455541","30.77881247456196","2103.145","0.012840827408205276","false","",""
"geneva","geneva:FR01210>CH6630:car:inbound","FR01210","Lélex","CH6630","Meyrin","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","12.888057940984314","44.281058737351664","3508.299","0.015328153290782595","false","",""
"geneva","geneva:FR01211>CH6621:car:inbound","FR01211","Lent","CH6621","Genève","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","73.44573815371211","109.60072965740731","5069.448","0.024638607408016447","false","",""
"geneva","geneva:FR01215>CH6608:car:inbound","FR01215","Surjoux-Lhopital","CH6608","Carouge","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","33.39775903074799","52.92049076418232","3071.113","0.02565965362206125","false","",""
"geneva","geneva:FR01215>CH6621:car:inbound","FR01215","Surjoux-Lhopital","CH6621","Genève","car","inbound","foreignInbound","10","INSEE RP2023 / reported workplace commune and mode","road","34.86123043043795","55.571189106763846","3302.382","0.024638607408016447","false","",""
"geneva","geneva:FR01227>CH6621:transit:inbound","FR01227","Magnieu","CH6621","Genève","transit","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","missing","57.747044005212615","","","","false","","toWork: No scheduled itinerary"
"geneva","geneva:FR01228>CH6621:car:inbound","FR01228","Maillat","CH6621","Genève","car","inbound","foreignInbound","12","INSEE RP2023 / reported workplace commune and mode","road","47.71269887806471","70.0075886306472","3248.758","0.024638607408016447","false","",""
"geneva","geneva:FR01228>CH6630:car:inbound","FR01228","Maillat","CH6630","Meyrin","car","inbound","foreignInbound","6","INSEE RP2023 / reported workplace commune and mode","road","43.481075250186635","73.59112945097716","3239.113","0.023609510812370327","false","",""
"geneva","geneva:FR01228>CH6638:car:inbound","FR01228","Maillat","CH6638","Satigny","car","inbound","foreignInbound","4","INSEE RP2023 / reported workplace commune and mode","missing","39.815193399297605","","","","false","",""
"geneva","geneva:FR01231>CH6630:car:inbound","FR01231","Manziat","CH6630","Meyrin","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","91.36485416321815","153.3777692374091","6021.652","0.015328153290782595","false","",""
"geneva","geneva:FR01237>CH6621:car:inbound","FR01237","Martignat","CH6621","Genève","car","inbound","foreignInbound","25","INSEE RP2023 / reported workplace commune and mode","road","40.98673097891432","75.2442939113962","3887.997","0.024638607408016447","false","",""
"geneva","geneva:FR01237>CH6621:transit:inbound","FR01237","Martignat","CH6621","Genève","transit","inbound","foreignInbound","10","INSEE RP2023 / reported workplace commune and mode","missing","40.98673097891432","","","","false","","toWork: No same-day itinerary under three hours"
"geneva","geneva:FR01237>CH6638:car:inbound","FR01237","Martignat","CH6638","Satigny","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","32.6269985875695","70.66245784520112","4209.335","0.017477871662169735","false","",""
"geneva","geneva:FR01240>CH6621:car:inbound","FR01240","Matafelon-Granges","CH6621","Genève","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","47.6054573061206","87.5087836752256","4507.662","0.024638607408016447","false","",""
"geneva","geneva:FR01246>CH6621:car:inbound","FR01246","Mézériat","CH6621","Genève","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","84.29794539699","138.54923372290727","5785.81","0.024638607408016447","false","",""
"geneva","geneva:FR01247>CH6621:car:inbound","FR01247","Mijoux","CH6621","Genève","car","inbound","foreignInbound","10","INSEE RP2023 / reported workplace commune and mode","road","19.969337640266378","46.99870963682699","3995.74","0.024638607408016447","false","",""
"geneva","geneva:FR01247>CH6621:soft:inbound","FR01247","Mijoux","CH6621","Genève","soft","inbound","foreignInbound","9","INSEE RP2023 / reported workplace commune and mode","bicycle","19.969337640266378","32.80529931489648","7523.387","0.02189413142971168","true","",""
"geneva","geneva:FR01247>CH6630:car:inbound","FR01247","Mijoux","CH6630","Meyrin","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","15.009018021085437","35.582255548823426","2802.591","0.015328153290782595","false","",""
"geneva","geneva:FR01254>CH6621:car:inbound","FR01254","Montagnat","CH6621","Genève","car","inbound","foreignInbound","10","INSEE RP2023 / reported workplace commune and mode","road","66.6776654749932","103.97645398140354","4562.65","0.03381964686483825","false","",""
"geneva","geneva:FR01257>CH6608:car:inbound","FR01257","Montanges","CH6608","Carouge","car","inbound","foreignInbound","9","INSEE RP2023 / reported workplace commune and mode","road","27.12807623807912","52.549546801138035","3004.922","0.02791702212025863","false","",""
"geneva","geneva:FR01257>CH6612:car:inbound","FR01257","Montanges","CH6612","Chêne-Bougeries","car","inbound","foreignInbound","9","INSEE RP2023 / reported workplace commune and mode","road","29.919768066398895","60.5903249699393","3125.062","0.03039668509604216","false","",""
"geneva","geneva:FR01257>CH6621:car:inbound","FR01257","Montanges","CH6621","Genève","car","inbound","foreignInbound","14","INSEE RP2023 / reported workplace commune and mode","road","27.36613567690426","55.20024514371956","3236.191","0.02791702212025863","false","",""
"geneva","geneva:FR01257>CH6621:transit:inbound","FR01257","Montanges","CH6621","Genève","transit","inbound","foreignInbound","9","INSEE RP2023 / reported workplace commune and mode","missing","27.36613567690426","","","","false","","toWork: No scheduled itinerary"
"geneva","geneva:FR01257>CH6631:car:inbound","FR01257","Montanges","CH6631","Onex","car","inbound","foreignInbound","9","INSEE RP2023 / reported workplace commune and mode","road","23.860738938004577","53.971815408955194","3024.071","0.02791702212025863","false","",""
"geneva","geneva:FR01257>CH6638:car:inbound","FR01257","Montanges","CH6638","Satigny","car","inbound","foreignInbound","4","INSEE RP2023 / reported workplace commune and mode","missing","19.35886068456418","","","","false","",""
"geneva","geneva:FR01264>CH6621:car:inbound","FR01264","Montracol","CH6621","Genève","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","78.48299575025197","117.11797475572048","5712.509","0.024638607408016447","false","",""
"geneva","geneva:FR01265>CH6608:car:inbound","FR01265","Montréal-la-Cluse","CH6608","Carouge","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","41.94581021847732","68.4594554610244","3494.864","0.02565965362206125","false","",""
"geneva","geneva:FR01265>CH6621:car:inbound","FR01265","Montréal-la-Cluse","CH6621","Genève","car","inbound","foreignInbound","34","INSEE RP2023 / reported workplace commune and mode","road","42.02312547534861","71.11015380360594","3726.133","0.024638607408016447","false","",""
"geneva","geneva:FR01267>CH6621:car:inbound","FR01267","Nurieux-Volognat","CH6621","Genève","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","48.305688892480624","78.80090315926168","3740.977","0.024638607408016447","false","",""
"geneva","geneva:FR01269>CH6621:car:inbound","FR01269","Nantua","CH6621","Genève","car","inbound","foreignInbound","41","INSEE RP2023 / reported workplace commune and mode","road","41.62837695631848","66.60075256781775","3290.702","0.024638607408016447","false","",""
"geneva","geneva:FR01269>CH6633:transit:inbound","FR01269","Nantua","CH6633","Plan-les-Ouates","transit","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","missing","39.46554539982482","","","","false","","toWork: No same-day itinerary under three hours"
"geneva","geneva:FR01274>CH6608:car:inbound","FR01274","Les Neyrolles","CH6608","Carouge","car","inbound","foreignInbound","10","INSEE RP2023 / reported workplace commune and mode","road","39.34103824695531","60.540493106491525","2836.715","0.02565965362206125","false","",""
"geneva","geneva:FR01274>CH6621:car:inbound","FR01274","Les Neyrolles","CH6621","Genève","car","inbound","foreignInbound","10","INSEE RP2023 / reported workplace commune and mode","road","39.76986228178557","63.19119144907305","3067.984","0.024638607408016447","false","",""
"geneva","geneva:FR01274>CH6621:transit:inbound","FR01274","Les Neyrolles","CH6621","Genève","transit","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","missing","39.76986228178557","","","","false","","toHome: No same-day itinerary under three hours"
"geneva","geneva:FR01274>CH6630:car:inbound","FR01274","Les Neyrolles","CH6630","Meyrin","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","35.553080881504016","66.77473226940293","3058.339","0.018346682292328317","false","",""
"geneva","geneva:FR01281>CH6606:car:inbound","FR01281","Ornex","CH6606","Bellevue","car","inbound","foreignInbound","14","INSEE RP2023 / reported workplace commune and mode","road","3.9976036294809463","6.553799402899566","867.407","0.02582444776883887","false","",""
"geneva","geneva:FR01281>CH6607:car:inbound","FR01281","Ornex","CH6607","Bernex","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","11.036227124650694","16.59526335910229","1568.716","0.02582444776883887","false","",""
"geneva","geneva:FR01281>CH6607:soft:inbound","FR01281","Ornex","CH6607","Bernex","soft","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","bicycle","11.036227124650694","14.580401418220934","2994.999","0.020144727958398705","true","",""
"geneva","geneva:FR01281>CH6608:car:inbound","FR01281","Ornex","CH6608","Carouge","car","inbound","foreignInbound","19","INSEE RP2023 / reported workplace commune and mode","road","11.516610782953123","22.50087821313688","2028.263","0.02582444776883887","false","",""
"geneva","geneva:FR01281>CH6613:car:inbound","FR01281","Ornex","CH6613","Chêne-Bourg","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","11.82683567391413","16.66500929252447","2134.646","0.02582444776883887","false","",""
"geneva","geneva:FR01281>CH6618:car:inbound","FR01281","Ornex","CH6618","Confignon","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","11.146889989018819","16.161653071658602","1498.765","0.02582444776883887","false","",""
"geneva","geneva:FR01281>CH6621:car:inbound","FR01281","Ornex","CH6621","Genève","car","inbound","foreignInbound","709","INSEE RP2023 / reported workplace commune and mode","road","8.925573353793904","12.656677130470605","1605.991","0.024638607408016447","false","",""
"geneva","geneva:FR01281>CH6621:soft:inbound","FR01281","Ornex","CH6621","Genève","soft","inbound","foreignInbound","173","INSEE RP2023 / reported workplace commune and mode","bicycle","8.925573353793904","12.001654921425231","2373.417","0.02189413142971168","true","",""
"geneva","geneva:FR01281>CH6621:transit:inbound","FR01281","Ornex","CH6621","Genève","transit","inbound","foreignInbound","253","INSEE RP2023 / reported workplace commune and mode","timetable","8.925573353793904","10.621685856264405","3120","0.018432264263130327","false","",""
"geneva","geneva:FR01281>CH6623:soft:inbound","FR01281","Ornex","CH6623","Le Grand-Saconnex","soft","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","bicycle","4.965319572605907","7.431213850062485","1502.291","0.0739544923174956","true","",""
"geneva","geneva:FR01281>CH6630:car:inbound","FR01281","Ornex","CH6630","Meyrin","car","inbound","foreignInbound","139","INSEE RP2023 / reported workplace commune and mode","road","5.296409042591938","8.33811677376412","1001.917","0.02582444776883887","false","",""
"geneva","geneva:FR01281>CH6630:soft:inbound","FR01281","Ornex","CH6630","Meyrin","soft","inbound","foreignInbound","10","INSEE RP2023 / reported workplace commune and mode","bicycle","5.296409042591938","7.385173892607588","1462.808","0.018389107895118887","true","",""
"geneva","geneva:FR01281>CH6630:transit:inbound","FR01281","Ornex","CH6630","Meyrin","transit","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","timetable","5.296409042591938","17.36304818261411","4260","0.018432264263130327","false","",""
"geneva","geneva:FR01281>CH6633:car:inbound","FR01281","Ornex","CH6633","Plan-les-Ouates","car","inbound","foreignInbound","9","INSEE RP2023 / reported workplace commune and mode","road","12.835860428190621","19.56509379314407","1721.062","0.03596640144680685","false","",""
"geneva","geneva:FR01281>CH6638:soft:inbound","FR01281","Ornex","CH6638","Satigny","soft","inbound","foreignInbound","19","INSEE RP2023 / reported workplace commune and mode","bicycle","8.427365689469632","11.113439686474148","2283.476","0.018389107895118887","true","",""
"geneva","geneva:FR01281>CH6643:car:inbound","FR01281","Ornex","CH6643","Vernier","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","7.734266012781518","11.928268133113784","1354.68","0.02582444776883887","false","",""
"geneva","geneva:FR01281>CH6643:soft:inbound","FR01281","Ornex","CH6643","Vernier","soft","inbound","foreignInbound","10","INSEE RP2023 / reported workplace commune and mode","bicycle","7.734266012781518","10.506390284879018","2113.374","0.018389107895118887","true","",""
"geneva","geneva:FR01281>CH6643:transit:inbound","FR01281","Ornex","CH6643","Vernier","transit","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","timetable","7.734266012781518","11.034273631720014","2940","0.018432264263130327","false","",""
"geneva","geneva:FR01281>CH6644:car:inbound","FR01281","Ornex","CH6644","Versoix","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","4.9025697890248665","9.423131026798613","1037.396","0.02363062307080202","false","",""
"geneva","geneva:FR01281>CH6644:soft:inbound","FR01281","Ornex","CH6644","Versoix","soft","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","bicycle","4.9025697890248665","7.398936630058605","1588.584","0.018389107895118887","true","",""
"geneva","geneva:FR01281>CH6645:car:inbound","FR01281","Ornex","CH6645","Veyrier","car","inbound","foreignInbound","5","INSEE RP2023 / reported workplace commune and mode","road","12.774777675932185","29.80322673554558","2419.4","0.02582444776883887","false","",""
