"city","key","origin","originName","target","targetName","mode","direction","group","commuters","source","geometry","directKm","routeKm","seconds","snapKm","activeEligible","geometryErrors","skippedReason","representedPeople"
"basel","basel:CH4303>CH2701:car:inbound","CH4303","Böttstein","CH2701","Basel","car","inbound","swissInbound","3","FSO commune matrix 2020","missing","48.08092606356452","","","","false","","",""
"basel","basel:CH4303>CH2701:transit:inbound","CH4303","Böttstein","CH2701","Basel","transit","inbound","swissInbound","11","FSO commune matrix 2020","missing","48.08092606356452","","","","false","","",""
"basel","basel:CH4303>CH2701:soft:inbound","CH4303","Böttstein","CH2701","Basel","soft","inbound","swissInbound","9","FSO commune matrix 2020","missing","48.08092606356452","","","","false","","",""
"basel","basel:CH4124>CH2701:car:inbound","CH4124","Bözberg","CH2701","Basel","car","inbound","swissInbound","2","FSO commune matrix 2020","missing","42.547148445006556","","","","false","","",""
"basel","basel:CH4124>CH2701:transit:inbound","CH4124","Bözberg","CH2701","Basel","transit","inbound","swissInbound","7","FSO commune matrix 2020","missing","42.547148445006556","","","","false","","",""
"basel","basel:CH4124>CH2701:soft:inbound","CH4124","Bözberg","CH2701","Basel","soft","inbound","swissInbound","5","FSO commune matrix 2020","missing","42.547148445006556","","","","false","","",""
"basel","basel:CH4094>CH2701:car:inbound","CH4094","Bözen","CH2701","Basel","car","inbound","swissInbound","2","FSO commune matrix 2020","missing","38.22673532879926","","","","false","","",""
"basel","basel:CH4094>CH2701:transit:inbound","CH4094","Bözen","CH2701","Basel","transit","inbound","swissInbound","8","FSO commune matrix 2020","missing","38.22673532879926","","","","false","","",""
"basel","basel:CH4094>CH2701:soft:inbound","CH4094","Bözen","CH2701","Basel","soft","inbound","swissInbound","7","FSO commune matrix 2020","missing","38.22673532879926","","","","false","","",""
"basel","basel:CH2472>CH2701:car:inbound","CH2472","Büren (SO)","CH2701","Basel","car","inbound","swissInbound","13","FSO commune matrix 2020","road","13.907942495254531","24.028833150040548","2135.47","0.19075744508338244","false","","",""
"basel","basel:CH2472>CH2701:transit:inbound","CH2472","Büren (SO)","CH2701","Basel","transit","inbound","swissInbound","41","FSO commune matrix 2020","missing","13.907942495254531","","","","false","","",""
"basel","basel:CH2472>CH2701:soft:inbound","CH2472","Büren (SO)","CH2701","Basel","soft","inbound","swissInbound","33","FSO commune matrix 2020","missing","13.907942495254531","","","","true","","",""
"basel","basel:CH2614>CH2701:car:inbound","CH2614","Büsserach","CH2701","Basel","car","inbound","swissInbound","30","FSO commune matrix 2020","road","19.12011999742137","26.947414146795122","2137.485","0.19075744508338244","false","","",""
"basel","basel:CH2614>CH2701:transit:inbound","CH2614","Büsserach","CH2701","Basel","transit","inbound","swissInbound","94","FSO commune matrix 2020","missing","19.12011999742137","","","","false","","",""
"basel","basel:CH2614>CH2701:soft:inbound","CH2614","Büsserach","CH2701","Basel","soft","inbound","swissInbound","78","FSO commune matrix 2020","bicycle","19.12011999742137","26.31034324695988","5306.541","0.10516374990555749","true","","","78"
"basel","basel:CH6808>CH2701:car:inbound","CH6808","Clos du Doubs","CH2701","Basel","car","inbound","swissInbound","2","FSO commune matrix 2020","missing","42.04851332621717","","","","false","","",""
"basel","basel:CH6808>CH2701:transit:inbound","CH6808","Clos du Doubs","CH2701","Basel","transit","inbound","swissInbound","8","FSO commune matrix 2020","rail","42.04851332621717","55.38072695289896","","","false","","","8"
"basel","basel:CH6808>CH2701:soft:inbound","CH6808","Clos du Doubs","CH2701","Basel","soft","inbound","swissInbound","6","FSO commune matrix 2020","missing","42.04851332621717","","","","false","","",""
"basel","basel:CH6781>CH2701:car:inbound","CH6781","Coeuve","CH2701","Basel","car","inbound","swissInbound","1","FSO commune matrix 2020","missing","38.92047317042641","","","","false","","",""
"basel","basel:CH6781>CH2701:transit:inbound","CH6781","Coeuve","CH2701","Basel","transit","inbound","swissInbound","2","FSO commune matrix 2020","missing","38.92047317042641","","","","false","","",""
"basel","basel:CH6781>CH2701:soft:inbound","CH6781","Coeuve","CH2701","Basel","soft","inbound","swissInbound","2","FSO commune matrix 2020","missing","38.92047317042641","","","","false","","",""
"basel","basel:CH6782>CH2701:car:inbound","CH6782","Cornol","CH2701","Basel","car","inbound","swissInbound","1","FSO commune matrix 2020","missing","36.467522076492195","","","","false","","",""
"basel","basel:CH6782>CH2701:transit:inbound","CH6782","Cornol","CH2701","Basel","transit","inbound","swissInbound","3","FSO commune matrix 2020","missing","36.467522076492195","","","","false","","",""
"basel","basel:CH6782>CH2701:soft:inbound","CH6782","Cornol","CH2701","Basel","soft","inbound","swissInbound","3","FSO commune matrix 2020","missing","36.467522076492195","","","","false","","",""
"basel","basel:CH6784>CH2701:car:inbound","CH6784","Courgenay","CH2701","Basel","car","inbound","swissInbound","2","FSO commune matrix 2020","missing","39.42804652666664","","","","false","","",""
"basel","basel:CH6784>CH2701:transit:inbound","CH6784","Courgenay","CH2701","Basel","transit","inbound","swissInbound","6","FSO commune matrix 2020","rail","39.42804652666664","61.53669986780894","","","false","","","6"
"basel","basel:CH6784>CH2701:soft:inbound","CH6784","Courgenay","CH2701","Basel","soft","inbound","swissInbound","5","FSO commune matrix 2020","missing","39.42804652666664","","","","false","","",""
"basel","basel:CH6708>CH2701:car:inbound","CH6708","Courrendlin","CH2701","Basel","car","inbound","swissInbound","5","FSO commune matrix 2020","missing","29.29269981407106","","","","false","","",""
"basel","basel:CH6708>CH2701:transit:inbound","CH6708","Courrendlin","CH2701","Basel","transit","inbound","swissInbound","15","FSO commune matrix 2020","missing","29.29269981407106","","","","false","","",""
"basel","basel:CH6708>CH2701:soft:inbound","CH6708","Courrendlin","CH2701","Basel","soft","inbound","swissInbound","13","FSO commune matrix 2020","missing","29.29269981407106","","","","false","","",""
"basel","basel:CH6709>CH2701:car:inbound","CH6709","Courroux","CH2701","Basel","car","inbound","swissInbound","6","FSO commune matrix 2020","missing","26.24294811419711","","","","false","","",""
"basel","basel:CH6709>CH2701:transit:inbound","CH6709","Courroux","CH2701","Basel","transit","inbound","swissInbound","20","FSO commune matrix 2020","missing","26.24294811419711","","","","false","","",""
"basel","basel:CH6709>CH2701:soft:inbound","CH6709","Courroux","CH2701","Basel","soft","inbound","swissInbound","16","FSO commune matrix 2020","missing","26.24294811419711","","","","false","","",""
"basel","basel:CH6710>CH2701:car:inbound","CH6710","Courtételle","CH2701","Basel","car","inbound","swissInbound","3","FSO commune matrix 2020","missing","32.487868547213615","","","","false","","",""
"basel","basel:CH6710>CH2701:transit:inbound","CH6710","Courtételle","CH2701","Basel","transit","inbound","swissInbound","10","FSO commune matrix 2020","rail","32.487868547213615","41.61628748006896","","","false","","","10"
"basel","basel:CH6710>CH2701:soft:inbound","CH6710","Courtételle","CH2701","Basel","soft","inbound","swissInbound","8","FSO commune matrix 2020","missing","32.487868547213615","","","","false","","",""
"basel","basel:CH6711>CH2701:car:inbound","CH6711","Delémont","CH2701","Basel","car","inbound","swissInbound","25","FSO commune matrix 2020","road","28.55309952090496","42.19580629337689","3355.551","0.19075744508338244","false","","",""
"basel","basel:CH6711>CH2701:transit:inbound","CH6711","Delémont","CH2701","Basel","transit","inbound","swissInbound","79","FSO commune matrix 2020","rail","28.55309952090496","38.355569827445024","","","false","","","79"
"basel","basel:CH6711>CH2701:soft:inbound","CH6711","Delémont","CH2701","Basel","soft","inbound","swissInbound","66","FSO commune matrix 2020","missing","28.55309952090496","","","","false","","",""
"basel","basel:CH4004>CH2701:car:inbound","CH4004","Densbüren","CH2701","Basel","car","inbound","swissInbound","2","FSO commune matrix 2020","missing","37.49905587237535","","","","false","","",""
"basel","basel:CH4004>CH2701:transit:inbound","CH4004","Densbüren","CH2701","Basel","transit","inbound","swissInbound","6","FSO commune matrix 2020","missing","37.49905587237535","","","","false","","",""
"basel","basel:CH4004>CH2701:soft:inbound","CH4004","Densbüren","CH2701","Basel","soft","inbound","swissInbound","5","FSO commune matrix 2020","missing","37.49905587237535","","","","false","","",""
"basel","basel:CH6712>CH2701:car:inbound","CH6712","Develier","CH2701","Basel","car","inbound","swissInbound","1","FSO commune matrix 2020","missing","31.856851754939083","","","","false","","",""
"basel","basel:CH6712>CH2701:transit:inbound","CH6712","Develier","CH2701","Basel","transit","inbound","swissInbound","5","FSO commune matrix 2020","missing","31.856851754939083","","","","false","","",""
"basel","basel:CH6712>CH2701:soft:inbound","CH6712","Develier","CH2701","Basel","soft","inbound","swissInbound","4","FSO commune matrix 2020","missing","31.856851754939083","","","","false","","",""
"basel","basel:CH2884>CH2701:car:inbound","CH2884","Diegten","CH2701","Basel","car","inbound","swissInbound","20","FSO commune matrix 2020","road","23.82042615695039","30.426853802311246","1752.182","0.19075744508338244","false","","",""
"basel","basel:CH2884>CH2701:transit:inbound","CH2884","Diegten","CH2701","Basel","transit","inbound","swissInbound","65","FSO commune matrix 2020","missing","23.82042615695039","","","","false","","",""
"basel","basel:CH2884>CH2701:soft:inbound","CH2884","Diegten","CH2701","Basel","soft","inbound","swissInbound","54","FSO commune matrix 2020","missing","23.82042615695039","","","","true","","",""
"basel","basel:CH2845>CH2701:car:inbound","CH2845","Diepflingen","CH2701","Basel","car","inbound","swissInbound","9","FSO commune matrix 2020","missing","22.928999922286117","","","","false","","",""
"basel","basel:CH2845>CH2701:transit:inbound","CH2845","Diepflingen","CH2701","Basel","transit","inbound","swissInbound","28","FSO commune matrix 2020","rail","22.928999922286117","22.59780979317384","","","false","","","28"
"basel","basel:CH2845>CH2701:soft:inbound","CH2845","Diepflingen","CH2701","Basel","soft","inbound","swissInbound","23","FSO commune matrix 2020","missing","22.928999922286117","","","","true","","",""
"basel","basel:CH4194>CH2701:car:inbound","CH4194","Dintikon","CH2701","Basel","car","inbound","swissInbound","1","FSO commune matrix 2020","missing","52.440042401139785","","","","false","","",""
"basel","basel:CH4194>CH2701:transit:inbound","CH4194","Dintikon","CH2701","Basel","transit","inbound","swissInbound","4","FSO commune matrix 2020","missing","52.440042401139785","","","","false","","",""
"basel","basel:CH4194>CH2701:soft:inbound","CH4194","Dintikon","CH2701","Basel","soft","inbound","swissInbound","4","FSO commune matrix 2020","missing","52.440042401139785","","","","false","","",""
"basel","basel:CH2784>CH2701:car:inbound","CH2784","Dittingen","CH2701","Basel","car","inbound","swissInbound","13","FSO commune matrix 2020","road","15.134499014466256","24.050866828806917","1968.035","0.19075744508338244","false","","",""
"basel","basel:CH2784>CH2701:transit:inbound","CH2784","Dittingen","CH2701","Basel","transit","inbound","swissInbound","41","FSO commune matrix 2020","missing","15.134499014466256","","","","false","","",""
"basel","basel:CH2784>CH2701:soft:inbound","CH2784","Dittingen","CH2701","Basel","soft","inbound","swissInbound","33","FSO commune matrix 2020","missing","15.134499014466256","","","","true","","",""
"basel","basel:CH2473>CH2701:car:inbound","CH2473","Dornach","CH2701","Basel","car","inbound","swissInbound","138","FSO commune matrix 2020","road","9.690841280568234","12.706245602082555","1191.232","0.19075744508338244","false","","",""
"basel","basel:CH2473>CH2701:transit:inbound","CH2473","Dornach","CH2701","Basel","transit","inbound","swissInbound","437","FSO commune matrix 2020","rail","9.690841280568234","7.58168738329286","","","false","","","437"
"basel","basel:CH2473>CH2701:soft:inbound","CH2473","Dornach","CH2701","Basel","soft","inbound","swissInbound","361","FSO commune matrix 2020","bicycle","9.690841280568234","10.331369056659348","2061.177","0.10516374990555749","true","","","361"
"basel","basel:CH4065>CH2701:car:inbound","CH4065","Dottikon","CH2701","Basel","car","inbound","swissInbound","2","FSO commune matrix 2020","missing","53.17295842329401","","","","false","","",""
"basel","basel:CH4065>CH2701:transit:inbound","CH4065","Dottikon","CH2701","Basel","transit","inbound","swissInbound","7","FSO commune matrix 2020","missing","53.17295842329401","","","","false","","",""
"basel","basel:CH4065>CH2701:soft:inbound","CH4065","Dottikon","CH2701","Basel","soft","inbound","swissInbound","5","FSO commune matrix 2020","missing","53.17295842329401","","","","false","","",""
"basel","basel:CH2785>CH2701:car:inbound","CH2785","Duggingen","CH2701","Basel","car","inbound","swissInbound","39","FSO commune matrix 2020","road","12.12021353569442","15.548523759133221","1276.83","0.19075744508338244","false","","",""
"basel","basel:CH2785>CH2701:transit:inbound","CH2785","Duggingen","CH2701","Basel","transit","inbound","swissInbound","125","FSO commune matrix 2020","rail","12.12021353569442","12.030613480766469","","","false","","","125"
"basel","basel:CH2785>CH2701:soft:inbound","CH2785","Duggingen","CH2701","Basel","soft","inbound","swissInbound","103","FSO commune matrix 2020","bicycle","12.12021353569442","13.373058483604723","2689.945","0.10516374990555749","true","","","103"
"basel","basel:CH2573>CH2701:car:inbound","CH2573","Dulliken","CH2701","Basel","car","inbound","swissInbound","4","FSO commune matrix 2020","missing","35.9439865202047","","","","false","","",""
"basel","basel:CH2573>CH2701:transit:inbound","CH2573","Dulliken","CH2701","Basel","transit","inbound","swissInbound","12","FSO commune matrix 2020","rail","35.9439865202047","38.943623836612396","","","false","","","12"
"basel","basel:CH2573>CH2701:soft:inbound","CH2573","Dulliken","CH2701","Basel","soft","inbound","swissInbound","10","FSO commune matrix 2020","missing","35.9439865202047","","","","false","","",""
"basel","basel:CH2572>CH2701:car:inbound","CH2572","Däniken","CH2701","Basel","car","inbound","swissInbound","1","FSO commune matrix 2020","missing","37.21110119928761","","","","false","","",""
"basel","basel:CH2572>CH2701:transit:inbound","CH2572","Däniken","CH2701","Basel","transit","inbound","swissInbound","2","FSO commune matrix 2020","rail","37.21110119928761","41.65368527542505","","","false","","","2"
"basel","basel:CH2572>CH2701:soft:inbound","CH2572","Däniken","CH2701","Basel","soft","inbound","swissInbound","2","FSO commune matrix 2020","missing","37.21110119928761","","","","false","","",""
"basel","basel:CH6713>CH2701:car:inbound","CH6713","Ederswiler","CH2701","Basel","car","inbound","swissInbound","1","FSO commune matrix 2020","missing","24.289835901452335","","","","false","","",""
"basel","basel:CH6713>CH2701:transit:inbound","CH6713","Ederswiler","CH2701","Basel","transit","inbound","swissInbound","2","FSO commune matrix 2020","missing","24.289835901452335","","","","false","","",""
"basel","basel:CH6713>CH2701:soft:inbound","CH6713","Ederswiler","CH2701","Basel","soft","inbound","swissInbound","2","FSO commune matrix 2020","missing","24.289835901452335","","","","true","","",""
"basel","basel:CH2401>CH2701:car:inbound","CH2401","Egerkingen","CH2701","Basel","car","inbound","swissInbound","8","FSO commune matrix 2020","missing","30.37074733117188","","","","false","","",""
"basel","basel:CH2401>CH2701:transit:inbound","CH2401","Egerkingen","CH2701","Basel","transit","inbound","swissInbound","27","FSO commune matrix 2020","rail","30.37074733117188","47.8811032951013","","","false","","","27"
"basel","basel:CH2401>CH2701:soft:inbound","CH2401","Egerkingen","CH2701","Basel","soft","inbound","swissInbound","22","FSO commune matrix 2020","missing","30.37074733117188","","","","false","","",""
"basel","basel:CH4161>CH2701:car:inbound","CH4161","Eiken","CH2701","Basel","car","inbound","swissInbound","22","FSO commune matrix 2020","road","30.13165371031708","33.36246633012343","1831.985","0.19075744508338244","false","","",""
"basel","basel:CH4161>CH2701:transit:inbound","CH4161","Eiken","CH2701","Basel","transit","inbound","swissInbound","71","FSO commune matrix 2020","rail","30.13165371031708","33.08349336782628","","","false","","","71"
"basel","basel:CH4161>CH2701:soft:inbound","CH4161","Eiken","CH2701","Basel","soft","inbound","swissInbound","58","FSO commune matrix 2020","missing","30.13165371031708","","","","false","","",""
"basel","basel:CH4097>CH2701:car:inbound","CH4097","Elfingen","CH2701","Basel","car","inbound","swissInbound","1","FSO commune matrix 2020","missing","38.865181982866524","","","","false","","",""
"basel","basel:CH4097>CH2701:transit:inbound","CH4097","Elfingen","CH2701","Basel","transit","inbound","swissInbound","3","FSO commune matrix 2020","missing","38.865181982866524","","","","false","","",""
"basel","basel:CH4097>CH2701:soft:inbound","CH4097","Elfingen","CH2701","Basel","soft","inbound","swissInbound","2","FSO commune matrix 2020","missing","38.865181982866524","","","","false","","",""
"basel","basel:CH2885>CH2701:car:inbound","CH2885","Eptingen","CH2701","Basel","car","inbound","swissInbound","3","FSO commune matrix 2020","missing","26.357188023129567","","","","false","","",""
"basel","basel:CH2885>CH2701:transit:inbound","CH2885","Eptingen","CH2701","Basel","transit","inbound","swissInbound","11","FSO commune matrix 2020","missing","26.357188023129567","","","","false","","",""
"basel","basel:CH2885>CH2701:soft:inbound","CH2885","Eptingen","CH2701","Basel","soft","inbound","swissInbound","9","FSO commune matrix 2020","missing","26.357188023129567","","","","false","","",""
"basel","basel:CH4005>CH2701:car:inbound","CH4005","Erlinsbach (AG)","CH2701","Basel","car","inbound","swissInbound","4","FSO commune matrix 2020","missing","34.942049157820385","","","","false","","",""
"basel","basel:CH4005>CH2701:transit:inbound","CH4005","Erlinsbach (AG)","CH2701","Basel","transit","inbound","swissInbound","14","FSO commune matrix 2020","missing","34.942049157820385","","","","false","","",""
"basel","basel:CH4005>CH2701:soft:inbound","CH4005","Erlinsbach (AG)","CH2701","Basel","soft","inbound","swissInbound","11","FSO commune matrix 2020","missing","34.942049157820385","","","","false","","",""
"basel","basel:CH2503>CH2701:car:inbound","CH2503","Erlinsbach (SO)","CH2701","Basel","car","inbound","swissInbound","2","FSO commune matrix 2020","missing","35.07050845870829","","","","false","","",""
"basel","basel:CH2503>CH2701:transit:inbound","CH2503","Erlinsbach (SO)","CH2701","Basel","transit","inbound","swissInbound","6","FSO commune matrix 2020","missing","35.07050845870829","","","","false","","",""
"basel","basel:CH2503>CH2701:soft:inbound","CH2503","Erlinsbach (SO)","CH2701","Basel","soft","inbound","swissInbound","5","FSO commune matrix 2020","missing","35.07050845870829","","","","false","","",""
"basel","basel:CH2615>CH2701:car:inbound","CH2615","Erschwil","CH2701","Basel","car","inbound","swissInbound","12","FSO commune matrix 2020","missing","21.16841572419906","","","","false","","",""
"basel","basel:CH2615>CH2701:transit:inbound","CH2615","Erschwil","CH2701","Basel","transit","inbound","swissInbound","40","FSO commune matrix 2020","missing","21.16841572419906","","","","false","","",""
"basel","basel:CH2615>CH2701:soft:inbound","CH2615","Erschwil","CH2701","Basel","soft","inbound","swissInbound","33","FSO commune matrix 2020","missing","21.16841572419906","","","","true","","",""
"basel","basel:CH2768>CH2701:car:inbound","CH2768","Ettingen","CH2701","Basel","car","inbound","swissInbound","130","FSO commune matrix 2020","road","9.920403112578025","17.454343747586666","1603.896","0.19075744508338244","false","","",""
"basel","basel:CH2768>CH2701:transit:inbound","CH2768","Ettingen","CH2701","Basel","transit","inbound","swissInbound","412","FSO commune matrix 2020","missing","9.920403112578025","","","","false","","",""
"basel","basel:CH2768>CH2701:soft:inbound","CH2768","Ettingen","CH2701","Basel","soft","inbound","swissInbound","340","FSO commune matrix 2020","bicycle","9.920403112578025","10.583193211691096","2136.495","0.10516374990555749","true","","","340"
"basel","basel:CH2616>CH2701:car:inbound","CH2616","Fehren","CH2701","Basel","car","inbound","swissInbound","9","FSO commune matrix 2020","missing","18.008978432807247","","","","false","","",""
"basel","basel:CH2616>CH2701:transit:inbound","CH2616","Fehren","CH2701","Basel","transit","inbound","swissInbound","30","FSO commune matrix 2020","missing","18.008978432807247","","","","false","","",""
"basel","basel:CH2616>CH2701:soft:inbound","CH2616","Fehren","CH2701","Basel","soft","inbound","swissInbound","25","FSO commune matrix 2020","missing","18.008978432807247","","","","true","","",""
"basel","basel:CH6790>CH2701:car:inbound","CH6790","Fontenais","CH2701","Basel","car","inbound","swissInbound","2","FSO commune matrix 2020","missing","44.40723177076515","","","","false","","",""
"basel","basel:CH6790>CH2701:transit:inbound","CH6790","Fontenais","CH2701","Basel","transit","inbound","swissInbound","5","FSO commune matrix 2020","missing","44.40723177076515","","","","false","","",""
"basel","basel:CH6790>CH2701:soft:inbound","CH6790","Fontenais","CH2701","Basel","soft","inbound","swissInbound","5","FSO commune matrix 2020","missing","44.40723177076515","","","","false","","",""
"basel","basel:CH2824>CH2701:car:inbound","CH2824","Frenkendorf","CH2701","Basel","car","inbound","swissInbound","111","FSO commune matrix 2020","road","10.16738946643129","15.67874105258076","1350.191","0.19075744508338244","false","","",""
"basel","basel:CH2824>CH2701:transit:inbound","CH2824","Frenkendorf","CH2701","Basel","transit","inbound","swissInbound","352","FSO commune matrix 2020","rail","10.16738946643129","12.211281888385608","","","false","","","352"
"basel","basel:CH2824>CH2701:soft:inbound","CH2824","Frenkendorf","CH2701","Basel","soft","inbound","swissInbound","291","FSO commune matrix 2020","bicycle","10.16738946643129","12.4350667914369","2569.148","0.10516374990555749","true","","","291"
"basel","basel:CH4163>CH2701:car:inbound","CH4163","Frick","CH2701","Basel","car","inbound","swissInbound","43","FSO commune matrix 2020","road","32.32713970754925","40.42413275523902","2095.187","0.19075744508338244","false","","",""
"basel","basel:CH4163>CH2701:transit:inbound","CH4163","Frick","CH2701","Basel","transit","inbound","swissInbound","137","FSO commune matrix 2020","rail","32.32713970754925","36.64566413715119","","","false","","","137"
"basel","basel:CH4163>CH2701:soft:inbound","CH4163","Frick","CH2701","Basel","soft","inbound","swissInbound","113","FSO commune matrix 2020","missing","32.32713970754925","","","","false","","",""
"basel","basel:CH2575>CH2701:car:inbound","CH2575","Fulenbach","CH2701","Basel","car","inbound","swissInbound","2","FSO commune matrix 2020","missing","36.02897219108952","","","","false","","",""
"basel","basel:CH2575>CH2701:transit:inbound","CH2575","Fulenbach","CH2701","Basel","transit","inbound","swissInbound","8","FSO commune matrix 2020","missing","36.02897219108952","","","","false","","",""
"basel","basel:CH2575>CH2701:soft:inbound","CH2575","Fulenbach","CH2701","Basel","soft","inbound","swissInbound","7","FSO commune matrix 2020","missing","36.02897219108952","","","","false","","",""
"basel","basel:CH4307>CH2701:car:inbound","CH4307","Full-Reuenthal","CH2701","Basel","car","inbound","swissInbound","1","FSO commune matrix 2020","missing","46.37424378177296","","","","false","","",""
"basel","basel:CH4307>CH2701:transit:inbound","CH4307","Full-Reuenthal","CH2701","Basel","transit","inbound","swissInbound","5","FSO commune matrix 2020","missing","46.37424378177296","","","","false","","",""
"basel","basel:CH4307>CH2701:soft:inbound","CH4307","Full-Reuenthal","CH2701","Basel","soft","inbound","swissInbound","4","FSO commune matrix 2020","missing","46.37424378177296","","","","false","","",""
"basel","basel:CH2825>CH2701:car:inbound","CH2825","Füllinsdorf","CH2701","Basel","car","inbound","swissInbound","67","FSO commune matrix 2020","road","12.107126746774727","15.991451774180907","1427.221","0.19075744508338244","false","","",""
"basel","basel:CH2825>CH2701:transit:inbound","CH2825","Füllinsdorf","CH2701","Basel","transit","inbound","swissInbound","211","FSO commune matrix 2020","missing","12.107126746774727","","","","false","","",""
"basel","basel:CH2825>CH2701:soft:inbound","CH2825","Füllinsdorf","CH2701","Basel","soft","inbound","swissInbound","175","FSO commune matrix 2020","bicycle","12.107126746774727","15.042552979307953","3089.138","0.10516374990555749","true","","","175"
"basel","basel:CH4164>CH2701:car:inbound","CH4164","Gansingen","CH2701","Basel","car","inbound","swissInbound","2","FSO commune matrix 2020","missing","41.0208502346873","","","","false","","",""
"basel","basel:CH4164>CH2701:transit:inbound","CH4164","Gansingen","CH2701","Basel","transit","inbound","swissInbound","5","FSO commune matrix 2020","missing","41.0208502346873","","","","false","","",""
"basel","basel:CH4164>CH2701:soft:inbound","CH4164","Gansingen","CH2701","Basel","soft","inbound","swissInbound","5","FSO commune matrix 2020","missing","41.0208502346873","","","","false","","",""
"basel","basel:CH4029>CH2701:car:inbound","CH4029","Gebenstorf","CH2701","Basel","car","inbound","swissInbound","3","FSO commune matrix 2020","missing","50.13589316877078","","","","false","","",""
"basel","basel:CH4029>CH2701:transit:inbound","CH4029","Gebenstorf","CH2701","Basel","transit","inbound","swissInbound","10","FSO commune matrix 2020","missing","50.13589316877078","","","","false","","",""
"basel","basel:CH4029>CH2701:soft:inbound","CH4029","Gebenstorf","CH2701","Basel","soft","inbound","swissInbound","8","FSO commune matrix 2020","missing","50.13589316877078","","","","false","","",""
"basel","basel:CH2846>CH2701:car:inbound","CH2846","Gelterkinden","CH2701","Basel","car","inbound","swissInbound","70","FSO commune matrix 2020","road","23.389059521837517","27.276384139040935","1773.723","0.19075744508338244","false","","",""
"basel","basel:CH2846>CH2701:transit:inbound","CH2846","Gelterkinden","CH2701","Basel","transit","inbound","swissInbound","221","FSO commune matrix 2020","rail","23.389059521837517","22.930547360611786","","","false","","","221"
"basel","basel:CH2846>CH2701:soft:inbound","CH2846","Gelterkinden","CH2701","Basel","soft","inbound","swissInbound","182","FSO commune matrix 2020","bicycle","23.389059521837517","27.20258705617034","5487.387","0.10516374990555749","true","","","182"
"basel","basel:CH2474>CH2701:car:inbound","CH2474","Gempen","CH2701","Basel","car","inbound","swissInbound","14","FSO commune matrix 2020","road","10.340985864982082","20.178336055577166","1982.169","0.19075744508338244","false","","",""
"basel","basel:CH2474>CH2701:transit:inbound","CH2474","Gempen","CH2701","Basel","transit","inbound","swissInbound","44","FSO commune matrix 2020","missing","10.340985864982082","","","","false","","",""
"basel","basel:CH2474>CH2701:soft:inbound","CH2474","Gempen","CH2701","Basel","soft","inbound","swissInbound","37","FSO commune matrix 2020","missing","10.340985864982082","","","","true","","",""
"basel","basel:CH2826>CH2701:car:inbound","CH2826","Giebenach","CH2701","Basel","car","inbound","swissInbound","20","FSO commune matrix 2020","road","11.924751682505635","15.126067837054757","1476.386","0.19075744508338244","false","","",""
"basel","basel:CH2826>CH2701:transit:inbound","CH2826","Giebenach","CH2701","Basel","transit","inbound","swissInbound","62","FSO commune matrix 2020","missing","11.924751682505635","","","","false","","",""
"basel","basel:CH2826>CH2701:soft:inbound","CH2826","Giebenach","CH2701","Basel","soft","inbound","swissInbound","52","FSO commune matrix 2020","missing","11.924751682505635","","","","true","","",""
"basel","basel:CH4165>CH2701:car:inbound","CH4165","Gipf-Oberfrick","CH2701","Basel","car","inbound","swissInbound","24","FSO commune matrix 2020","road","30.98828412293359","41.87959870183171","2224.946","0.19075744508338244","false","","",""
"basel","basel:CH4165>CH2701:transit:inbound","CH4165","Gipf-Oberfrick","CH2701","Basel","transit","inbound","swissInbound","76","FSO commune matrix 2020","missing","30.98828412293359","","","","false","","",""
"basel","basel:CH4165>CH2701:soft:inbound","CH4165","Gipf-Oberfrick","CH2701","Basel","soft","inbound","swissInbound","62","FSO commune matrix 2020","missing","30.98828412293359","","","","false","","",""
"basel","basel:CH4135>CH2701:car:inbound","CH4135","Gontenschwil","CH2701","Basel","car","inbound","swissInbound","1","FSO commune matrix 2020","missing","52.97661626866045","","","","false","","",""
"basel","basel:CH4135>CH2701:transit:inbound","CH4135","Gontenschwil","CH2701","Basel","transit","inbound","swissInbound","2","FSO commune matrix 2020","missing","52.97661626866045","","","","false","","",""
"basel","basel:CH4135>CH2701:soft:inbound","CH4135","Gontenschwil","CH2701","Basel","soft","inbound","swissInbound","2","FSO commune matrix 2020","missing","52.97661626866045","","","","false","","",""
"basel","basel:CH2786>CH2701:car:inbound","CH2786","Grellingen","CH2701","Basel","car","inbound","swissInbound","42","FSO commune matrix 2020","road","13.386263610339157","17.709244530054203","1435.553","0.19075744508338244","false","","",""
"basel","basel:CH2786>CH2701:transit:inbound","CH2786","Grellingen","CH2701","Basel","transit","inbound","swissInbound","134","FSO commune matrix 2020","rail","13.386263610339157","14.084819802803825","","","false","","","134"
"basel","basel:CH2786>CH2701:soft:inbound","CH2786","Grellingen","CH2701","Basel","soft","inbound","swissInbound","110","FSO commune matrix 2020","bicycle","13.386263610339157","15.957520836976759","3225.697","0.10516374990555749","true","","","110"
"basel","basel:CH2576>CH2701:car:inbound","CH2576","Gretzenbach","CH2701","Basel","car","inbound","swissInbound","1","FSO commune matrix 2020","missing","38.338171832582695","","","","false","","",""
"basel","basel:CH2576>CH2701:transit:inbound","CH2576","Gretzenbach","CH2701","Basel","transit","inbound","swissInbound","5","FSO commune matrix 2020","missing","38.338171832582695","","","","false","","",""
