"city","minute","carNow","transitNow","activeNow","populationChange","vsDailyAverage","routeDerivedCarPopulation","curveCarPopulationSameCoverage"
"basel","1135","1397","3583","6699","11490","-21069","847","1559"
"basel","1140","1308","3671","6018","10622","-21937","705","1441"
"basel","1145","1219","3325","5187","9811","-22748","576","1330"
"basel","1150","1130","3325","4139","9053","-23506","459","1227"
"basel","1155","1041","2960","3645","8348","-24211","355","1131"
"basel","1160","952","2256","2971","7691","-24868","263","1041"
"basel","1165","863","1642","3377","7081","-25478","183","958"
"basel","1170","774","1084","2467","6516","-26043","115","881"
"basel","1175","685","874","2815","5992","-26567","60","810"
"basel","1180","596","483","2589","5507","-27052","17","744"
"basel","1185","507","321","2286","5059","-27500","-13","683"
"basel","1190","418","154","1908","4645","-27914","-31","627"
"basel","1195","329","154","1834","4263","-28296","-37","575"
"basel","1200","240","145","1392","3910","-28649","-30","527"
"basel","1205","160","145","1075","3586","-28973","-19","483"
"basel","1210","99","116","1075","3288","-29271","-11","443"
"basel","1215","56","104","1075","3013","-29546","-6","406"
"basel","1220","30","51","810","2760","-29799","-3","372"
"basel","1225","16","27","810","2528","-30031","-2","340"
"basel","1230","8","10","467","2315","-30244","-1","312"
"basel","1235","5","10","467","2120","-30439","-1","285"
"basel","1240","2","7","256","1940","-30619","0","261"
"basel","1245","1","7","118","1776","-30783","0","239"
"basel","1250","0","2","29","1625","-30934","0","218"
"basel","1255","0","0","29","1487","-31072","0","200"
"basel","1260","0","0","0","1360","-31199","0","183"
"basel","1265","0","0","0","1244","-31315","0","167"
"basel","1270","0","0","0","1138","-31421","0","153"
"basel","1275","0","0","0","1040","-31519","0","139"
"basel","1280","0","0","0","951","-31608","0","127"
"basel","1285","0","0","0","870","-31689","0","117"
"basel","1290","0","0","0","795","-31764","0","106"
"basel","1295","0","0","0","727","-31832","0","97"
"basel","1300","0","0","0","664","-31895","0","89"
"basel","1305","0","0","0","607","-31952","0","81"
"basel","1310","0","0","0","555","-32004","0","74"
"basel","1315","0","0","0","507","-32052","0","68"
"basel","1320","0","0","0","464","-32095","0","62"
"basel","1325","0","0","0","424","-32135","0","57"
"basel","1330","0","0","0","387","-32172","0","52"
"basel","1335","0","0","0","354","-32205","0","47"
"basel","1340","0","0","0","323","-32236","0","43"
"basel","1345","0","0","0","295","-32264","0","39"
"basel","1350","0","0","0","270","-32289","0","36"
"basel","1355","0","0","0","247","-32312","0","33"
"basel","1360","0","0","0","225","-32334","0","30"
"basel","1365","0","0","0","206","-32353","0","27"
"basel","1370","0","0","0","188","-32371","0","25"
"basel","1375","0","0","0","172","-32387","0","23"
"basel","1380","0","0","0","157","-32402","0","21"
"basel","1385","0","0","0","144","-32415","0","19"
"basel","1390","0","0","0","131","-32428","0","17"
"basel","1395","0","0","0","120","-32439","0","16"
"basel","1400","0","0","0","109","-32450","0","15"
"basel","1405","0","0","0","100","-32459","0","13"
"basel","1410","0","0","0","91","-32468","0","12"
"basel","1415","0","0","0","83","-32476","0","11"
"basel","1420","0","0","0","76","-32483","0","10"
"basel","1425","0","0","0","70","-32489","0","9"
"basel","1430","0","0","0","64","-32495","0","8"
"basel","1435","0","0","0","58","-32501","0","8"
"basel","1440","0","0","0","53","-32506","0","7"
"lausanne","0","0","0","0","4","-17784","0","1"
"lausanne","5","0","0","0","4","-17784","0","1"
"lausanne","10","0","0","0","5","-17783","0","1"
"lausanne","15","0","0","0","5","-17783","0","1"
"lausanne","20","0","0","0","6","-17782","0","1"
"lausanne","25","0","0","0","6","-17782","0","1"
"lausanne","30","0","0","0","7","-17781","0","2"
"lausanne","35","0","0","0","8","-17780","0","2"
"lausanne","40","0","0","0","9","-17779","0","2"
"lausanne","45","0","0","0","10","-17778","0","2"
"lausanne","50","0","0","0","11","-17777","0","2"
"lausanne","55","0","0","0","12","-17776","0","3"
"lausanne","60","0","0","0","13","-17775","0","3"
"lausanne","65","0","0","0","15","-17773","0","3"
"lausanne","70","0","0","0","16","-17772","0","4"
"lausanne","75","0","0","0","18","-17770","0","4"
"lausanne","80","0","0","0","20","-17768","0","4"
"lausanne","85","0","0","0","22","-17766","0","5"
"lausanne","90","0","0","0","24","-17764","0","5"
"lausanne","95","0","0","0","27","-17761","0","6"
"lausanne","100","0","0","0","30","-17758","0","7"
"lausanne","105","0","0","0","33","-17755","0","7"
"lausanne","110","0","0","0","37","-17751","0","8"
"lausanne","115","0","0","0","41","-17747","0","9"
"lausanne","120","0","0","0","45","-17743","0","10"
"lausanne","125","0","0","0","50","-17738","0","11"
"lausanne","130","0","0","0","55","-17733","0","12"
"lausanne","135","0","0","0","61","-17727","0","13"
"lausanne","140","0","0","0","68","-17720","0","15"
"lausanne","145","0","0","0","75","-17713","0","16"
"lausanne","150","0","0","0","83","-17705","0","18"
"lausanne","155","0","0","0","92","-17696","0","20"
"lausanne","160","0","0","0","102","-17686","0","22"
"lausanne","165","0","0","0","113","-17675","0","25"
"lausanne","170","0","0","0","125","-17663","0","27"
"lausanne","175","0","0","0","138","-17650","0","30"
"lausanne","180","0","0","0","153","-17635","0","34"
"lausanne","185","0","0","0","170","-17618","0","37"
"lausanne","190","0","0","0","188","-17600","0","41"
"lausanne","195","0","0","0","208","-17580","0","46"
"lausanne","200","0","0","0","230","-17558","0","50"
"lausanne","205","0","0","0","254","-17534","0","56"
"lausanne","210","0","0","0","281","-17507","0","62"
"lausanne","215","0","0","0","311","-17477","0","68"
"lausanne","220","0","0","0","345","-17443","0","76"
"lausanne","225","0","0","0","381","-17407","0","84"
"lausanne","230","0","0","0","422","-17366","0","93"
"lausanne","235","0","0","0","466","-17322","0","103"
"lausanne","240","0","0","0","516","-17272","0","113"
"lausanne","245","0","0","0","570","-17218","0","125"
"lausanne","250","0","0","0","630","-17158","0","139"
"lausanne","255","0","0","0","697","-17091","0","153"
"lausanne","260","0","0","0","770","-17018","0","170"
"lausanne","265","0","0","0","851","-16937","0","187"
"lausanne","270","0","0","0","940","-16848","0","207"
"lausanne","275","0","0","0","1038","-16750","0","229"
"lausanne","280","0","0","0","1146","-16642","0","253"
"lausanne","285","0","0","0","1265","-16523","0","279"
"lausanne","290","0","1421","0","1396","-16392","0","308"
"lausanne","295","0","2110","0","1540","-16248","0","340"
"lausanne","300","0","2955","0","1698","-16090","0","375"
"lausanne","305","12","4484","0","1872","-15916","-3","413"
"lausanne","310","47","5216","0","2062","-15726","-13","455"
"lausanne","315","103","5895","0","2271","-15517","-27","501"
"lausanne","320","175","6317","176","2500","-15288","-43","552"
"lausanne","325","261","5779","176","2750","-15038","-58","607"
"lausanne","330","357","6145","176","3023","-14765","-72","668"
"lausanne","335","462","5611","263","3321","-14467","-82","734"
"lausanne","340","575","4993","263","3646","-14142","-88","806"
"lausanne","345","692","4808","263","4000","-13788","-87","884"
"lausanne","350","815","4247","422","4384","-13404","-80","970"
"lausanne","355","942","4612","422","4800","-12988","-65","1062"
"lausanne","360","1072","4304","472","5251","-12537","-42","1162"
"lausanne","365","1204","4344","760","5737","-12051","-11","1270"
"lausanne","370","1338","4947","980","6262","-11526","30","1386"
"lausanne","375","1474","4607","1219","6825","-10963","79","1512"
"lausanne","380","1611","5130","1471","7429","-10359","138","1646"
"lausanne","385","1750","5725","1391","8075","-9713","205","1789"
"lausanne","390","1890","5481","1469","8764","-9024","282","1942"
"lausanne","395","2032","5051","1378","9496","-8292","369","2105"
"lausanne","400","2174","5947","2088","10271","-7517","466","2277"
"lausanne","405","2317","5582","2306","11089","-6699","572","2459"
"lausanne","410","2462","5273","2234","11949","-5839","688","2650"
"lausanne","415","2606","4827","2295","12850","-4938","814","2850"
"lausanne","420","2751","4558","2362","13789","-3999","951","3059"
"lausanne","425","2896","4222","2339","14764","-3024","1099","3275"
"lausanne","430","3041","3976","2669","15773","-2015","1258","3499"
"lausanne","435","3186","3818","3193","16811","-977","1427","3729"
"lausanne","440","3330","4547","2925","17873","85","1607","3965"
"lausanne","445","3475","4359","2854","18957","1169","1798","4205"
"lausanne","450","3620","4516","2949","20055","2267","1999","4449"
"lausanne","455","3741","4693","3258","21163","3375","2218","4694"
"lausanne","460","3815","4898","3553","22276","4488","2460","4941"
"lausanne","465","3848","4601","3348","23387","5599","2722","5187"
"lausanne","470","3848","4705","3421","24491","6703","2998","5431"
"lausanne","475","3822","4654","3480","25582","7794","3285","5672"
"lausanne","480","3774","4445","3210","26655","8867","3579","5909"
"lausanne","485","3709","4698","3111","27705","9917","3876","6141"
"lausanne","490","3629","4758","3314","28728","10940","4174","6367"
"lausanne","495","3538","4447","3909","29718","11930","4471","6586"
"lausanne","500","3437","5079","3403","30674","12886","4766","6796"
"lausanne","505","3328","4210","3454","31592","13804","5056","6999"
"lausanne","510","3213","4442","2888","32469","14681","5341","7192"
"lausanne","515","3093","4000","3160","33305","15517","5619","7376"
"lausanne","520","2970","3788","3123","34097","16309","5891","7550"
"lausanne","525","2843","4087","2777","34846","17058","6155","7715"
"lausanne","530","2714","3964","2331","35550","17762","6412","7870"
"lausanne","535","2581","3863","2217","36212","18424","6660","8016"
"lausanne","540","2445","3741","2155","36830","19042","6901","8152"
"lausanne","545","2307","3430","1982","37407","19619","7134","8278"
"lausanne","550","2167","3417","1774","37944","20156","7358","8396"
"lausanne","555","2025","3424","1111","38442","20654","7573","8506"
"lausanne","560","1882","3532","1176","38902","21114","7778","8607"
"lausanne","565","1737","3566","1105","39328","21540","7975","8700"
"lausanne","570","1592","3582","890","39720","21932","8160","8786"
"lausanne","575","1448","2854","1064","40080","22292","8335","8865"
"lausanne","580","1303","2447","885","40411","22623","8499","8938"
"lausanne","585","1158","2420","885","40714","22926","8652","9004"
"lausanne","590","1013","1932","712","40992","23204","8795","9065"
"lausanne","595","868","1657","739","41246","23458","8926","9121"
"lausanne","600","724","1136","598","41477","23689","9047","9172"
"lausanne","605","591","714","569","41688","23900","9154","9218"
"lausanne","610","481","661","395","41880","24092","9244","9260"
"lausanne","615","392","386","395","42055","24267","9319","9298"
"lausanne","620","320","338","347","42213","24425","9381","9333"
"lausanne","625","260","330","275","42357","24569","9433","9364"
"lausanne","630","212","310","275","42487","24699","9476","9393"
"lausanne","635","173","185","53","42605","24817","9511","9419"
"lausanne","640","140","80","0","42711","24923","9541","9442"
"lausanne","645","113","36","0","42807","25019","9566","9463"
"lausanne","650","91","26","0","42894","25106","9586","9482"
"lausanne","655","73","23","0","42971","25183","9604","9499"
"lausanne","660","58","18","0","43041","25253","9619","9514"
"lausanne","665","46","18","0","43103","25315","9631","9528"
"lausanne","670","35","3","0","43159","25371","9642","9540"
"lausanne","675","26","0","0","43208","25420","9651","9551"
"lausanne","680","18","0","0","43252","25464","9659","9560"
"lausanne","685","12","0","0","43290","25502","9665","9569"
"lausanne","690","8","0","0","43324","25536","9669","9576"
"lausanne","695","4","0","0","43353","25565","9673","9582"
"lausanne","700","2","0","0","43377","25589","9675","9588"
"lausanne","705","1","0","0","43398","25610","9676","9592"
"lausanne","710","0","0","0","43415","25627","9677","9596"
"lausanne","715","0","0","0","43429","25641","9677","9599"
"lausanne","720","0","0","0","43439","25651","9677","9601"
"lausanne","725","0","0","0","43446","25658","9677","9603"
"lausanne","730","0","0","0","43450","25662","9677","9603"
"lausanne","735","0","0","0","43451","25663","9677","9603"
"lausanne","740","0","0","0","43449","25661","9677","9603"
"lausanne","745","0","0","0","43443","25655","9677","9602"
"lausanne","750","0","0","0","43435","25647","9677","9600"
"lausanne","755","0","0","0","43424","25636","9677","9598"
"lausanne","760","0","0","0","43410","25622","9677","9594"
"lausanne","765","0","0","0","43393","25605","9677","9591"
"lausanne","770","0","0","0","43373","25585","9677","9586"
"lausanne","775","0","0","0","43349","25561","9677","9581"
"lausanne","780","0","0","0","43322","25534","9677","9575"
"lausanne","785","0","0","0","43291","25503","9677","9568"
"lausanne","790","0","0","0","43256","25468","9677","9560"
"lausanne","795","0","0","0","43217","25429","9677","9552"
"lausanne","800","0","0","0","43174","25386","9677","9542"
"lausanne","805","0","0","0","43125","25337","9677","9531"
"lausanne","810","0","0","0","43072","25284","9677","9520"
"lausanne","815","0","0","0","43014","25226","9677","9507"
"lausanne","820","0","0","0","42950","25162","9677","9493"
"lausanne","825","0","0","0","42879","25091","9677","9477"
"lausanne","830","0","0","0","42802","25014","9677","9460"
"lausanne","835","0","0","0","42718","24930","9677","9441"
"lausanne","840","0","0","0","42626","24838","9677","9421"
"lausanne","845","0","0","0","42525","24737","9677","9399"
"lausanne","850","0","0","0","42416","24628","9677","9375"
"lausanne","855","0","0","0","42296","24508","9677","9348"
"lausanne","860","0","0","0","42167","24379","9677","9320"
"lausanne","865","0","0","0","42025","24237","9677","9288"
"lausanne","870","0","0","0","41872","24084","9677","9254"
"lausanne","875","0","0","0","41706","23918","9677","9218"
"lausanne","880","0","0","0","41525","23737","9677","9178"
"lausanne","885","0","0","0","41330","23542","9677","9135"
"lausanne","890","0","0","0","41118","23330","9677","9088"
"lausanne","895","0","0","0","40889","23101","9677","9037"
"lausanne","900","0","310","0","40642","22854","9677","8982"
"lausanne","905","12","1314","181","40374","22586","9668","8923"
"lausanne","910","47","2581","231","40086","22298","9643","8859"
"lausanne","915","103","2750","231","39776","21988","9601","8791"
"lausanne","920","176","3827","231","39442","21654","9545","8717"
"lausanne","925","262","4208","231","39083","21295","9475","8637"
"lausanne","930","358","5029","449","38698","20910","9393","8552"
"lausanne","935","464","5257","601","38285","20497","9298","8460"
"lausanne","940","575","5057","653","37844","20056","9192","8363"
"lausanne","945","693","5325","827","37372","19584","9073","8258"
"lausanne","950","816","4801","545","36870","19082","8943","8147"
"lausanne","955","942","4327","555","36335","18547","8801","8029"
"lausanne","960","1072","4300","549","35768","17980","8649","7903"
"lausanne","965","1204","4239","771","35167","17379","8486","7770"
"lausanne","970","1337","4087","1175","34531","16743","8312","7629"
"lausanne","975","1473","4113","1179","33862","16074","8127","7481"
"lausanne","980","1610","4258","1649","33158","15370","7931","7325"
"lausanne","985","1748","4997","1642","32421","14633","7725","7161"
"lausanne","990","1888","5550","1774","31650","13862","7508","6990"
"lausanne","995","2029","5379","1737","30847","13059","7280","6813"
"lausanne","1000","2170","5380","1881","30013","12225","7041","6628"
"lausanne","1005","2313","5685","2068","29151","11363","6792","6437"
"lausanne","1010","2456","5722","2092","28261","10473","6531","6240"
"lausanne","1015","2599","5867","2338","27348","9560","6261","6038"
"lausanne","1020","2741","5486","2338","26414","8626","5979","5831"
"lausanne","1025","2884","6056","3016","25461","7673","5686","5620"
"lausanne","1030","3027","5515","3178","24494","6706","5383","5406"
"lausanne","1035","3170","5407","3016","23516","5728","5069","5190"
"lausanne","1040","3312","5688","2849","22532","4744","4745","4972"
"lausanne","1045","3455","5916","2713","21545","3757","4409","4753"
"lausanne","1050","3598","5838","2576","20559","2771","4063","4535"
"lausanne","1055","3717","4992","2487","19579","1791","3723","4319"
"lausanne","1060","3789","5158","2969","18608","820","3407","4104"
"lausanne","1065","3819","4907","2920","17651","-137","3112","3892"
"lausanne","1070","3817","4965","3184","16710","-1078","2835","3684"
"lausanne","1075","3788","4625","3565","15789","-1999","2574","3481"
"lausanne","1080","3738","4763","3221","14892","-2896","2328","3283"
"lausanne","1085","3670","4403","3648","14020","-3768","2096","3090"
"lausanne","1090","3589","4535","3516","13177","-4611","1877","2904"
"lausanne","1095","3497","4368","2812","12363","-5425","1671","2724"
"lausanne","1100","3394","5099","2404","11581","-6207","1478","2551"
"lausanne","1105","3284","4892","2450","10832","-6956","1297","2386"
"lausanne","1110","3167","5187","2458","10116","-7672","1127","2228"
"lausanne","1115","3046","4683","2660","9435","-8353","967","2078"
"lausanne","1120","2922","4232","2576","8788","-9000","819","1935"
"lausanne","1125","2794","4257","2419","8174","-9614","681","1800"
"lausanne","1130","2663","4528","2715","7595","-10193","554","1672"
"lausanne","1135","2529","4806","2664","7049","-10739","438","1552"
"lausanne","1140","2392","5307","2734","6535","-11253","332","1438"
"lausanne","1145","2253","5724","2414","6053","-11735","238","1332"
"lausanne","1150","2112","5735","2472","5601","-12187","154","1232"
"lausanne","1155","1970","5566","2297","5178","-12610","81","1139"
"lausanne","1160","1827","4465","2222","4784","-13004","18","1052"
"lausanne","1165","1684","3930","1980","4416","-13372","-33","971"
"lausanne","1170","1541","3381","1903","4073","-13715","-74","896"
"lausanne","1175","1399","2447","1737","3755","-14033","-105","826"
"lausanne","1180","1256","2142","1377","3460","-14328","-124","761"
"lausanne","1185","1113","1790","1259","3186","-14602","-133","700"
"lausanne","1190","970","1786","770","2932","-14856","-131","645"
"lausanne","1195","828","878","649","2697","-15091","-118","593"
"lausanne","1200","685","829","486","2480","-15308","-94","545"
"lausanne","1205","554","800","356","2279","-15509","-68","501"
"lausanne","1210","446","617","206","2094","-15694","-49","460"
"lausanne","1215","360","595","136","1923","-15865","-35","423"
"lausanne","1220","290","570","119","1766","-16022","-24","388"
"lausanne","1225","233","564","103","1621","-16167","-16","356"
"lausanne","1230","187","549","48","1487","-16301","-11","327"
"lausanne","1235","149","281","48","1365","-16423","-6","300"
"lausanne","1240","118","278","30","1252","-16536","-3","275"
"lausanne","1245","93","278","30","1148","-16640","-2","252"
"lausanne","1250","73","0","30","1052","-16736","-1","231"
"lausanne","1255","57","0","0","965","-16823","0","212"
"lausanne","1260","44","0","0","884","-16904","0","194"
"lausanne","1265","33","0","0","810","-16978","0","178"
"lausanne","1270","24","0","0","742","-17046","0","163"
"lausanne","1275","16","0","0","680","-17108","0","149"
"lausanne","1280","10","0","0","623","-17165","0","137"
"lausanne","1285","6","0","0","571","-17217","0","125"
"lausanne","1290","3","0","0","523","-17265","0","115"
"lausanne","1295","1","0","0","479","-17309","0","105"
"lausanne","1300","0","0","0","438","-17350","0","96"
"lausanne","1305","0","0","0","401","-17387","0","88"
"lausanne","1310","0","0","0","367","-17421","0","81"
"lausanne","1315","0","0","0","336","-17452","0","74"
"lausanne","1320","0","0","0","308","-17480","0","68"
"lausanne","1325","0","0","0","282","-17506","0","62"
"lausanne","1330","0","0","0","258","-17530","0","57"
"lausanne","1335","0","0","0","236","-17552","0","52"
"lausanne","1340","0","0","0","216","-17572","0","47"
"lausanne","1345","0","0","0","198","-17590","0","43"
"lausanne","1350","0","0","0","181","-17607","0","40"
"lausanne","1355","0","0","0","166","-17622","0","36"
"lausanne","1360","0","0","0","152","-17636","0","33"
"lausanne","1365","0","0","0","139","-17649","0","30"
"lausanne","1370","0","0","0","127","-17661","0","28"
"lausanne","1375","0","0","0","116","-17672","0","25"
"lausanne","1380","0","0","0","106","-17682","0","23"
"lausanne","1385","0","0","0","97","-17691","0","21"
"lausanne","1390","0","0","0","89","-17699","0","20"
"lausanne","1395","0","0","0","82","-17706","0","18"
"lausanne","1400","0","0","0","75","-17713","0","16"
"lausanne","1405","0","0","0","68","-17720","0","15"
"lausanne","1410","0","0","0","62","-17726","0","14"
"lausanne","1415","0","0","0","57","-17731","0","13"
"lausanne","1420","0","0","0","52","-17736","0","11"
"lausanne","1425","0","0","0","48","-17740","0","10"
"lausanne","1430","0","0","0","44","-17744","0","10"
"lausanne","1435","0","0","0","40","-17748","0","9"
"lausanne","1440","0","0","0","37","-17751","0","8"
"bern","0","0","0","0","7","-34302","0","1"
"bern","5","0","0","0","8","-34301","0","1"
"bern","10","0","0","0","9","-34300","0","1"
"bern","15","0","0","0","10","-34299","0","1"
"bern","20","0","0","0","11","-34298","0","2"
"bern","25","0","0","0","12","-34297","0","2"
"bern","30","0","0","0","13","-34296","0","2"
"bern","35","0","0","0","15","-34294","0","2"
"bern","40","0","0","0","17","-34292","0","2"
"bern","45","0","0","0","18","-34291","0","3"
"bern","50","0","0","0","20","-34289","0","3"
"bern","55","0","0","0","22","-34287","0","3"
"bern","60","0","0","0","25","-34284","0","4"
"bern","65","0","0","0","28","-34281","0","4"
"bern","70","0","0","0","31","-34278","0","4"
"bern","75","0","0","0","34","-34275","0","5"
"bern","80","0","0","0","38","-34271","0","5"
"bern","85","0","0","0","42","-34267","0","6"
"bern","90","0","0","0","46","-34263","0","7"
"bern","95","0","0","0","51","-34258","0","7"
"bern","100","0","0","0","57","-34252","0","8"
"bern","105","0","0","0","63","-34246","0","9"
"bern","110","0","0","0","70","-34239","0","10"
"bern","115","0","0","0","77","-34232","0","11"
"bern","120","0","0","0","86","-34223","0","12"
"bern","125","0","0","0","95","-34214","0","14"
"bern","130","0","0","0","105","-34204","0","15"
"bern","135","0","0","0","116","-34193","0","17"
"bern","140","0","0","0","129","-34180","0","19"
"bern","145","0","0","0","143","-34166","0","21"
"bern","150","0","0","0","158","-34151","0","23"
"bern","155","0","0","0","175","-34134","0","26"
"bern","160","0","0","0","194","-34115","0","28"
"bern","165","0","0","0","215","-34094","0","31"
"bern","170","0","0","0","238","-34071","0","35"
"bern","175","0","0","0","264","-34045","0","38"
"bern","180","0","0","0","292","-34017","0","43"
"bern","185","0","0","0","324","-33985","0","47"
"bern","190","0","0","0","359","-33950","0","52"
"bern","195","0","0","0","397","-33912","0","58"
"bern","200","0","0","0","440","-33869","0","64"
"bern","205","0","0","0","487","-33822","0","71"
"bern","210","0","0","0","539","-33770","0","79"
"bern","215","0","0","0","597","-33712","0","87"
"bern","220","0","0","0","661","-33648","0","96"
"bern","225","0","0","0","732","-33577","0","107"
"bern","230","0","0","0","810","-33499","0","118"
"bern","235","0","0","0","896","-33413","0","131"
"bern","240","0","0","0","991","-33318","0","145"
"bern","245","0","0","0","1097","-33212","0","160"
"bern","250","0","0","0","1213","-33096","0","177"
"bern","255","0","0","0","1342","-32967","0","196"
"bern","260","0","0","0","1484","-32825","0","217"
"bern","265","0","0","0","1640","-32669","0","240"
"bern","270","0","0","0","1813","-32496","0","265"
"bern","275","0","0","0","2003","-32306","0","293"
"bern","280","0","0","0","2213","-32096","0","324"
"bern","285","0","0","0","2444","-31865","0","358"
"bern","290","0","1916","0","2698","-31611","0","395"
"bern","295","0","3205","0","2978","-31331","0","437"
"bern","300","0","5231","0","3286","-31023","0","482"
"bern","305","10","7095","0","3623","-30686","-2","531"
"bern","310","40","7967","0","3994","-30315","-6","586"
"bern","315","89","9031","0","4401","-29908","-13","646"
"bern","320","152","9108","0","4846","-29463","-19","711"
"bern","325","228","9978","0","5333","-28976","-21","783"
"bern","330","313","10656","0","5866","-28443","-18","862"
"bern","335","405","9926","193","6447","-27862","-6","947"
"bern","340","500","10309","314","7081","-27228","16","1041"
"bern","345","597","9791","283","7770","-26539","51","1142"
"bern","350","697","9884","898","8519","-25790","97","1253"
"bern","355","797","10316","1218","9332","-24977","157","1373"
"bern","360","898","10104","1599","10211","-24098","229","1503"
"bern","365","1000","9369","1977","11161","-23148","316","1643"
"bern","370","1102","9616","1923","12185","-22124","415","1794"
"bern","375","1205","9632","1827","13286","-21023","529","1957"
"bern","380","1307","8437","2136","14467","-19842","656","2131"
"bern","385","1410","8092","2421","15729","-18580","797","2318"
"bern","390","1513","7949","2778","17075","-17234","952","2517"
"bern","395","1616","6734","2980","18505","-15804","1120","2728"
"bern","400","1719","6835","3241","20020","-14289","1302","2952"
"bern","405","1822","6859","3600","21620","-12689","1498","3189"
"bern","410","1925","5838","3688","23301","-11008","1708","3437"
"bern","415","2028","5692","3536","25062","-9247","1932","3697"
"bern","420","2131","5554","3694","26899","-7410","2169","3969"
"bern","425","2234","6582","4136","28807","-5502","2420","4251"
"bern","430","2338","6746","4299","30779","-3530","2685","4542"
"bern","435","2441","7538","4479","32808","-1501","2964","4842"
"bern","440","2545","7331","5162","34886","577","3257","5148"
"bern","445","2648","7813","6275","37004","2695","3564","5461"
"bern","450","2752","7547","6744","39151","4842","3884","5777"
"bern","455","2836","8040","6874","41317","7008","4221","6096"
"bern","460","2880","7937","6679","43490","9181","4578","6417"
"bern","465","2886","8049","6151","45659","11350","4953","6736"
"bern","470","2862","7956","5909","47813","13504","5341","7053"
"bern","475","2814","7554","6152","49940","15631","5735","7366"
"bern","480","2748","6894","6041","52031","17722","6132","7673"
"bern","485","2669","6232","5997","54076","19767","6525","7974"
"bern","490","2582","5491","5811","56064","21755","6912","8266"
"bern","495","2491","6021","5893","57990","23681","7289","8548"
"bern","500","2396","6417","5734","59846","25537","7655","8820"
"bern","505","2299","6571","6098","61625","27316","8009","9081"
"bern","510","2200","6134","5541","63325","29016","8350","9330"
"bern","515","2100","6132","5671","64942","30633","8678","9567"
"bern","520","2000","5473","5327","66474","32165","8993","9791"
"bern","525","1899","7144","5082","67919","33610","9294","10002"
"bern","530","1797","7655","4715","69279","34970","9582","10201"
"bern","535","1696","7774","4824","70553","36244","9857","10387"
"bern","540","1594","7551","4597","71743","37434","10118","10561"
"bern","545","1492","7541","4299","72852","38543","10365","10723"
"bern","550","1390","7288","4314","73882","39573","10598","10873"
"bern","555","1287","6763","4067","74837","40528","10817","11012"
"bern","560","1185","6262","3549","75720","41411","11023","11141"
"bern","565","1082","5786","2732","76534","42225","11215","11260"
"bern","570","979","5172","2849","77283","42974","11394","11369"
"bern","575","876","4419","2794","77971","43662","11558","11469"
"bern","580","773","4050","2463","78603","44294","11709","11561"
"bern","585","670","2924","2461","79181","44872","11846","11645"
"bern","590","567","2748","2305","79710","45401","11970","11722"
"bern","595","464","2344","1990","80192","45883","12079","11792"
"bern","600","360","2138","1990","80632","46323","12175","11856"
"bern","605","266","1362","1808","81032","46723","12256","11915"
"bern","610","193","1219","1650","81397","47088","12320","11967"
"bern","615","138","683","1465","81727","47418","12367","12015"
"bern","620","98","447","1250","82027","47718","12402","12059"
"bern","625","70","438","904","82299","47990","12427","12099"
"bern","630","51","228","805","82545","48236","12443","12134"
"bern","635","39","208","308","82767","48458","12453","12166"
"bern","640","30","149","178","82967","48658","12461","12195"
"bern","645","24","131","178","83148","48839","12466","12222"
"bern","650","20","118","178","83310","49001","12470","12245"
"bern","655","16","86","178","83455","49146","12473","12266"
"bern","660","14","31","0","83586","49277","12475","12285"
"bern","665","12","31","0","83702","49393","12477","12302"
"bern","670","10","31","0","83805","49496","12479","12317"
"bern","675","9","20","0","83897","49588","12480","12330"
"bern","680","8","15","0","83977","49668","12481","12342"
"bern","685","7","0","0","84048","49739","12482","12352"
"bern","690","6","0","0","84109","49800","12483","12361"
"bern","695","5","0","0","84162","49853","12484","12368"
"bern","700","4","0","0","84206","49897","12485","12375"
"bern","705","3","0","0","84243","49934","12486","12380"
"bern","710","3","0","0","84272","49963","12486","12384"
"bern","715","2","0","0","84295","49986","12487","12387"
"bern","720","2","0","0","84311","50002","12487","12390"
"bern","725","1","0","0","84321","50012","12488","12391"
"bern","730","1","0","0","84324","50015","12488","12391"
"bern","735","1","0","0","84322","50013","12488","12391"
"bern","740","0","0","0","84313","50004","12489","12390"
"bern","745","0","0","0","84299","49990","12489","12388"
"bern","750","0","0","0","84279","49970","12489","12384"
"bern","755","0","0","0","84252","49943","12489","12380"
"bern","760","0","0","0","84220","49911","12489","12376"
"bern","765","0","0","0","84181","49872","12489","12370"
"bern","770","0","0","0","84135","49826","12489","12363"
"bern","775","0","0","0","84082","49773","12489","12355"
"bern","780","0","0","0","84023","49714","12489","12346"
"bern","785","0","0","0","83955","49646","12489","12336"
"bern","790","0","0","0","83879","49570","12489","12325"
"bern","795","0","0","0","83795","49486","12489","12313"
"bern","800","0","0","0","83701","49392","12489","12299"
"bern","805","0","0","0","83598","49289","12489","12283"
"bern","810","0","0","0","83484","49175","12489","12266"
"bern","815","0","0","0","83358","49049","12489","12248"
"bern","820","0","0","0","83221","48912","12489","12227"
"bern","825","0","0","0","83070","48761","12489","12205"
"bern","830","0","0","0","82905","48596","12489","12181"
"bern","835","0","0","0","82725","48416","12489","12154"
"bern","840","0","0","0","82528","48219","12489","12125"
"bern","845","0","0","0","82314","48005","12489","12093"
"bern","850","0","0","0","82080","47771","12489","12059"
"bern","855","0","0","0","81826","47517","12489","12021"
